seed,crate,solo,closest_pinch_m,fine_kernel,peak_lift_m,held_lift_m,in_pinch_frac,fell,run,arm,crew,iteration,vision
0,1,0,0.07920613055973419,0.4216025891140347,0.00165288624251142,-0.0017180138904455133,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
1,0,0,0.05221180916489218,0.5904266992522271,0.0032575954201576607,-0.00141666447287489,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
1,1,0,0.07145784637736516,0.4661731009470196,0.0010105982052259488,-0.0014108319795999025,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
2,0,0,0.10971264123842278,0.2768236262341941,0.0014603291598814239,-0.000175369479405163,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
2,1,0,0.07892858808644095,0.42314375159465745,0.0022697100327427333,-0.0019030841918509511,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
3,0,0,0.0963985949481388,0.33411035202350126,0.003130795039006179,-0.0001517155859722119,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
3,1,0,0.09264325740486185,0.3518933460462411,0.018530957272604537,-0.0001604358840816278,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
4,0,0,0.05019360765345578,0.604519510222628,0.005574366987622037,-0.0014837213221301493,0.96,1,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
4,1,0,0.09366532989517301,0.346980924580958,0.011599602743807558,-0.00017692896861321028,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
5,0,0,0.09727303151007335,0.3300741459220172,0.008498156172143417,-0.00018092166620300998,0.955,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
5,1,0,0.10351091253429642,0.3024098175130271,0.0017916460822159919,-0.0001772048709809959,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
6,0,0,0.1024927880011957,0.306791248475928,0.00899143005700137,-0.00015988027938712568,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
6,1,0,0.08870586863164229,0.37132900539950486,0.012361870210002485,-0.00016675180698769165,0.96,0,2026-08-21_18-25-35_coop-cube-pickfirst-s1,18-25-35_coop-cube-pickfirst-s1,4,3999,0
